data,dia_da_semana,horario,quem_fez_o_pedido,id_pedido,id_aluno,tipo_pedido,opcao_salada,opcao_doce,opcao_fruta
2024-11-16,Saturday,19:30:00,Aluno 1076,16525,1172,tipo3,Sim,Sim,Não
2024-11-16,Saturday,12:00:00,Aluno 1362,17198,1779,tipo4,Sim,Não,Sim
2024-11-16,Saturday,18:30:00,Aluno 1354,11908,1795,tipo3,Não,Sim,Não
2024-11-16,Saturday,11:30:00,Aluno 1637,18635,1510,tipo3,Sim,Não,Sim
2024-11-16,Saturday,17:30:00,Aluno 1993,14272,1961,tipo4,Sim,Sim,Não
2024-11-16,Saturday,13:00:00,Aluno 1757,14469,1933,tipo3,Sim,Não,Sim
2024-11-16,Saturday,17:30:00,Aluno 1570,10771,1173,tipo2,Não,Não,Sim
2024-11-16,Saturday,13:30:00,Aluno 1298,14305,1896,tipo4,Sim,Não,Sim
2024-11-16,Saturday,13:00:00,Aluno 1700,13766,1456,tipo4,Não,Sim,Não
2024-11-16,Saturday,12:30:00,Aluno 1110,13240,1197,tipo2,Não,Sim,Não
2024-11-16,Saturday,17:00:00,Aluno 1925,19971,1785,tipo2,Não,Sim,Não
2024-11-16,Saturday,17:00:00,Aluno 1687,11421,1626,tipo4,Não,Não,Sim
2024-11-16,Saturday,18:30:00,Aluno 1502,11654,1523,tipo4,Não,Não,Sim
2024-11-16,Saturday,20:00:00,Aluno 1779,12197,1374,tipo3,Não,Sim,Não
2024-11-16,Saturday,10:30:00,Aluno 1789,11997,1665,tipo1,Sim,Sim,Não
2024-11-16,Saturday,11:00:00,Aluno 1717,15904,1874,tipo3,Sim,Não,Sim
2024-11-16,Saturday,19:00:00,Aluno 1734,19885,1116,tipo3,Não,Sim,Não
2024-11-16,Saturday,14:30:00,Aluno 1280,17264,1586,tipo1,Sim,Não,Sim
2024-11-16,Saturday,11:30:00,Aluno 1237,10512,1530,tipo2,Não,Não,Sim
2024-11-16,Saturday,14:00:00,Aluno 1115,17957,1726,tipo4,Não,Sim,Não
2024-11-16,Saturday,14:00:00,Aluno 1692,10516,1492,tipo2,Sim,Sim,Não
2024-11-16,Saturday,13:00:00,Aluno 1588,18521,1176,tipo3,Sim,Não,Sim
2024-11-16,Saturday,10:00:00,Aluno 1075,13839,1847,tipo1,Sim,Sim,Não
2024-11-16,Saturday,12:00:00,Aluno 1263,13127,1076,tipo2,Não,Sim,Não
2024-11-16,Saturday,10:00:00,Aluno 1724,16148,1686,tipo4,Não,Não,Sim
2024-11-16,Saturday,19:30:00,Aluno 1175,14590,1542,tipo4,Sim,Sim,Não
2024-11-16,Saturday,10:00:00,Aluno 1060,11518,1514,tipo1,Não,Não,Sim
2024-11-16,Saturday,18:30:00,Aluno 1688,14154,1962,tipo3,Sim,Sim,Não
2024-11-16,Saturday,20:30:00,Aluno 1947,19073,1934,tipo3,Não,Sim,Não
2024-11-16,Saturday,20:30:00,Aluno 1970,14121,1470,tipo2,Não,Sim,Não
2024-11-16,Saturday,20:30:00,Aluno 1949,13490,1706,tipo1,Não,Sim,Não
2024-11-16,Saturday,11:30:00,Aluno 1287,17635,1625,tipo4,Sim,Sim,Não
2024-11-16,Saturday,18:00:00,Aluno 1680,14166,1223,tipo4,Sim,Sim,Não
2024-11-16,Saturday,20:00:00,Aluno 1788,14692,1546,tipo3,Não,Sim,Não
2024-11-16,Saturday,13:30:00,Aluno 1000,13461,1460,tipo4,Não,Sim,Não
2024-11-16,Saturday,20:00:00,Aluno 1730,17826,1179,tipo3,Não,Sim,Não
2024-11-16,Saturday,17:30:00,Aluno 1638,15594,1568,tipo1,Sim,Sim,Não
2024-11-16,Saturday,17:00:00,Aluno 1077,12635,1010,tipo4,Sim,Sim,Não
2024-11-16,Saturday,17:30:00,Aluno 1847,10410,1501,tipo3,Sim,Não,Sim
2024-11-16,Saturday,14:30:00,Aluno 1121,16055,1524,tipo2,Não,Sim,Não
2024-11-16,Saturday,10:30:00,Aluno 1145,12433,1547,tipo2,Sim,Não,Sim
2024-11-16,Saturday,19:30:00,Aluno 1070,16518,1564,tipo3,Não,Não,Sim
2024-11-16,Saturday,14:30:00,Aluno 1986,11708,1668,tipo2,Não,Sim,Não
2024-11-16,Saturday,20:00:00,Aluno 1590,15658,1597,tipo3,Sim,Sim,Não
2024-11-16,Saturday,20:30:00,Aluno 1969,19192,1190,tipo4,Sim,Sim,Não
2024-11-16,Saturday,20:30:00,Aluno 1611,13512,1709,tipo1,Não,Sim,Não
2024-11-16,Saturday,14:30:00,Aluno 1597,14131,1608,tipo2,Sim,Não,Sim
2024-11-16,Saturday,11:30:00,Aluno 1087,15405,1694,tipo4,Não,Sim,Não
2024-11-16,Saturday,14:00:00,Aluno 1215,16676,1667,tipo1,Sim,Sim,Não
2024-11-16,Saturday,19:30:00,Aluno 1762,16162,1709,tipo3,Sim,Não,Sim
2024-11-16,Saturday,20:00:00,Aluno 1094,11328,1306,tipo4,Sim,Não,Sim
2024-11-16,Saturday,13:30:00,Aluno 1316,10131,1041,tipo3,Não,Sim,Não
2024-11-16,Saturday,14:30:00,Aluno 1975,18981,1534,tipo4,Sim,Sim,Não
2024-11-16,Saturday,17:00:00,Aluno 1777,18170,1157,tipo1,Sim,Sim,Não
2024-11-16,Saturday,10:00:00,Aluno 1474,12183,1363,tipo3,Sim,Não,Sim
2024-11-16,Saturday,12:30:00,Aluno 1859,12348,1751,tipo2,Não,Não,Sim
2024-11-16,Saturday,18:00:00,Aluno 1877,11240,1975,tipo3,Sim,Sim,Não
2024-11-16,Saturday,14:30:00,Aluno 1758,12289,1313,tipo4,Sim,Não,Sim
2024-11-16,Saturday,11:00:00,Aluno 1932,10436,1142,tipo3,Não,Não,Sim
2024-11-17,Sunday,19:30:00,Aluno 1796,14447,1308,tipo3,Não,Sim,Não
2024-11-17,Sunday,18:00:00,Aluno 1607,14695,1115,tipo1,Sim,Não,Sim
2024-11-17,Sunday,17:30:00,Aluno 1866,13552,1759,tipo3,Sim,Sim,Não
2024-11-17,Sunday,18:00:00,Aluno 1964,19906,1557,tipo1,Não,Não,Sim
2024-11-17,Sunday,14:30:00,Aluno 1262,18007,1649,tipo3,Não,Não,Sim
2024-11-17,Sunday,19:30:00,Aluno 1006,18615,1265,tipo4,Não,Sim,Não
2024-11-17,Sunday,19:30:00,Aluno 1008,10362,1564,tipo4,Sim,Sim,Não
2024-11-17,Sunday,14:00:00,Aluno 1301,10572,1430,tipo2,Sim,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1758,17357,1011,tipo3,Não,Não,Sim
2024-11-17,Sunday,11:30:00,Aluno 1535,16727,1753,tipo2,Não,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1848,19253,1686,tipo4,Sim,Não,Sim
2024-11-17,Sunday,20:30:00,Aluno 1489,14839,1524,tipo2,Sim,Sim,Não
2024-11-17,Sunday,20:30:00,Aluno 1901,18358,1082,tipo1,Sim,Sim,Não
2024-11-17,Sunday,11:30:00,Aluno 1299,13251,1855,tipo2,Sim,Não,Sim
2024-11-17,Sunday,18:00:00,Aluno 1260,13599,1012,tipo3,Sim,Sim,Não
2024-11-17,Sunday,20:30:00,Aluno 1740,11215,1041,tipo4,Sim,Não,Sim
2024-11-17,Sunday,11:30:00,Aluno 1623,18346,1417,tipo4,Não,Sim,Não
2024-11-17,Sunday,14:30:00,Aluno 1877,11427,1473,tipo3,Não,Não,Sim
2024-11-17,Sunday,13:00:00,Aluno 1138,14356,1629,tipo1,Sim,Não,Sim
2024-11-17,Sunday,11:30:00,Aluno 1713,16763,1869,tipo1,Sim,Não,Sim
2024-11-17,Sunday,11:30:00,Aluno 1275,12193,1437,tipo4,Não,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1808,16806,1317,tipo4,Não,Não,Sim
2024-11-17,Sunday,14:00:00,Aluno 1672,19894,1995,tipo2,Sim,Não,Sim
2024-11-17,Sunday,11:00:00,Aluno 1207,13649,1218,tipo1,Não,Sim,Não
2024-11-17,Sunday,11:00:00,Aluno 1178,13336,1237,tipo4,Sim,Sim,Não
2024-11-17,Sunday,19:00:00,Aluno 1946,17843,1452,tipo4,Não,Sim,Não
2024-11-17,Sunday,10:00:00,Aluno 1507,17316,1595,tipo3,Sim,Sim,Não
2024-11-17,Sunday,14:00:00,Aluno 1703,17429,1125,tipo2,Sim,Não,Sim
2024-11-17,Sunday,13:30:00,Aluno 1692,12228,1855,tipo4,Sim,Não,Sim
2024-11-17,Sunday,12:00:00,Aluno 1105,11626,1520,tipo2,Sim,Não,Sim
2024-11-17,Sunday,19:30:00,Aluno 1857,19274,1423,tipo3,Não,Não,Sim
2024-11-17,Sunday,10:00:00,Aluno 1544,10033,1714,tipo1,Não,Não,Sim
2024-11-17,Sunday,12:30:00,Aluno 1587,19899,1394,tipo2,Sim,Sim,Não
2024-11-17,Sunday,17:30:00,Aluno 1943,18169,1598,tipo1,Sim,Não,Sim
2024-11-17,Sunday,17:30:00,Aluno 1233,15725,1612,tipo2,Sim,Sim,Não
2024-11-17,Sunday,11:00:00,Aluno 1543,14910,1737,tipo1,Sim,Não,Sim
2024-11-17,Sunday,18:00:00,Aluno 1492,16430,1597,tipo1,Sim,Não,Sim
2024-11-17,Sunday,12:00:00,Aluno 1706,11309,1490,tipo4,Sim,Não,Sim
2024-11-17,Sunday,17:30:00,Aluno 1696,11834,1544,tipo2,Sim,Sim,Não
2024-11-17,Sunday,17:00:00,Aluno 1305,10898,1757,tipo1,Não,Sim,Não
2024-11-17,Sunday,11:30:00,Aluno 1898,14479,1935,tipo4,Sim,Não,Sim
2024-11-17,Sunday,18:30:00,Aluno 1800,14910,1362,tipo1,Não,Sim,Não
2024-11-17,Sunday,18:00:00,Aluno 1985,16831,1272,tipo2,Não,Sim,Não
2024-11-17,Sunday,11:30:00,Aluno 1779,17093,1234,tipo4,Não,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1543,18403,1539,tipo4,Não,Não,Sim
2024-11-17,Sunday,18:00:00,Aluno 1585,19570,1969,tipo1,Não,Sim,Não
2024-11-17,Sunday,12:00:00,Aluno 1684,16896,1643,tipo1,Sim,Não,Sim
2024-11-17,Sunday,17:30:00,Aluno 1183,15656,1833,tipo2,Sim,Não,Sim
2024-11-17,Sunday,18:30:00,Aluno 1978,16381,1536,tipo3,Não,Não,Sim
2024-11-17,Sunday,10:30:00,Aluno 1635,14650,1555,tipo1,Não,Sim,Não
2024-11-17,Sunday,17:30:00,Aluno 1431,17358,1727,tipo1,Sim,Sim,Não
2024-11-17,Sunday,17:30:00,Aluno 1422,11257,1837,tipo3,Não,Não,Sim
2024-11-17,Sunday,11:00:00,Aluno 1785,13045,1386,tipo1,Sim,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1090,14375,1136,tipo1,Não,Não,Sim
2024-11-17,Sunday,17:00:00,Aluno 1327,15246,1622,tipo4,Não,Sim,Não
2024-11-17,Sunday,20:30:00,Aluno 1461,16122,1029,tipo3,Não,Não,Sim
2024-11-17,Sunday,17:00:00,Aluno 1170,15942,1366,tipo2,Não,Não,Sim
2024-11-17,Sunday,18:30:00,Aluno 1822,12358,1543,tipo4,Não,Sim,Não
2024-11-17,Sunday,12:30:00,Aluno 1237,18642,1578,tipo2,Sim,Não,Sim
2024-11-17,Sunday,12:30:00,Aluno 1569,11888,1757,tipo2,Sim,Não,Sim
2024-11-17,Sunday,17:00:00,Aluno 1129,18484,1553,tipo1,Sim,Sim,Não
2024-11-17,Sunday,10:30:00,Aluno 1954,19681,1383,tipo4,Sim,Sim,Não
2024-11-17,Sunday,14:00:00,Aluno 1969,18084,1998,tipo2,Não,Não,Sim
2024-11-17,Sunday,13:30:00,Aluno 1871,10586,1508,tipo1,Sim,Não,Sim
2024-11-17,Sunday,19:30:00,Aluno 1874,10973,1230,tipo4,Sim,Sim,Não
2024-11-17,Sunday,19:30:00,Aluno 1613,11651,1457,tipo2,Não,Não,Sim
2024-11-17,Sunday,12:30:00,Aluno 1581,17368,1182,tipo4,Não,Sim,Não
2024-11-17,Sunday,11:00:00,Aluno 1731,14533,1568,tipo3,Sim,Não,Sim
2024-11-17,Sunday,12:30:00,Aluno 1732,14662,1939,tipo1,Não,Não,Sim
2024-11-17,Sunday,18:30:00,Aluno 1717,11206,1681,tipo1,Não,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1304,14792,1527,tipo3,Sim,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1488,16433,1590,tipo4,Não,Sim,Não
2024-11-17,Sunday,11:30:00,Aluno 1768,11592,1044,tipo1,Sim,Sim,Não
2024-11-17,Sunday,19:30:00,Aluno 1018,14651,1655,tipo2,Não,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1436,19120,1110,tipo3,Não,Sim,Não
2024-11-17,Sunday,20:30:00,Aluno 1298,10799,1524,tipo2,Sim,Não,Sim
2024-11-17,Sunday,10:00:00,Aluno 1788,15198,1737,tipo1,Sim,Não,Sim
2024-11-17,Sunday,12:00:00,Aluno 1234,13664,1363,tipo1,Não,Não,Sim
2024-11-17,Sunday,20:30:00,Aluno 1158,19387,1656,tipo4,Sim,Sim,Não
2024-11-17,Sunday,17:00:00,Aluno 1279,14661,1116,tipo4,Não,Sim,Não
2024-11-17,Sunday,12:00:00,Aluno 1718,18923,1314,tipo2,Não,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1173,13560,1222,tipo1,Sim,Não,Sim
2024-11-17,Sunday,14:30:00,Aluno 1036,12921,1152,tipo1,Não,Sim,Não
2024-11-17,Sunday,18:30:00,Aluno 1989,13100,1166,tipo1,Sim,Sim,Não
2024-11-17,Sunday,14:30:00,Aluno 1104,16466,1244,tipo4,Não,Não,Sim
2024-11-17,Sunday,11:00:00,Aluno 1124,11899,1541,tipo4,Não,Não,Sim
2024-11-17,Sunday,19:30:00,Aluno 1510,14790,1422,tipo2,Sim,Sim,Não
2024-11-17,Sunday,17:30:00,Aluno 1942,13305,1098,tipo2,Sim,Não,Sim
2024-11-17,Sunday,12:30:00,Aluno 1445,15720,1535,tipo4,Sim,Não,Sim
2024-11-17,Sunday,20:00:00,Aluno 1332,16727,1765,tipo3,Não,Sim,Não
2024-11-17,Sunday,14:30:00,Aluno 1601,19673,1075,tipo4,Sim,Sim,Não
2024-11-17,Sunday,18:00:00,Aluno 1369,16741,1821,tipo1,Sim,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1121,18237,1688,tipo2,Não,Não,Sim
2024-11-17,Sunday,18:00:00,Aluno 1934,10150,1997,tipo3,Sim,Sim,Não
2024-11-17,Sunday,18:00:00,Aluno 1169,17142,1937,tipo1,Sim,Sim,Não
2024-11-17,Sunday,20:00:00,Aluno 1638,13859,1849,tipo4,Não,Sim,Não
2024-11-17,Sunday,10:00:00,Aluno 1656,16014,1317,tipo2,Não,Sim,Não
2024-11-17,Sunday,10:30:00,Aluno 1316,15559,1848,tipo2,Não,Sim,Não
2024-11-17,Sunday,14:00:00,Aluno 1864,10416,1478,tipo2,Não,Não,Sim
2024-11-17,Sunday,19:00:00,Aluno 1516,19906,1270,tipo2,Não,Não,Sim
2024-11-18,Monday,19:30:00,Aluno 1220,18907,1234,tipo2,Não,Sim,Não
2024-11-18,Monday,19:00:00,Aluno 1742,19076,1175,tipo1,Não,Sim,Não
2024-11-18,Monday,10:30:00,Aluno 1958,13336,1186,tipo4,Sim,Sim,Não
2024-11-18,Monday,14:30:00,Aluno 1200,13027,1958,tipo4,Não,Não,Sim
2024-11-18,Monday,12:30:00,Aluno 1107,11363,1166,tipo3,Sim,Sim,Não
2024-11-18,Monday,19:30:00,Aluno 1017,14849,1457,tipo4,Sim,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1609,10356,1941,tipo2,Não,Não,Sim
2024-11-18,Monday,19:00:00,Aluno 1459,19771,1568,tipo1,Não,Sim,Não
2024-11-18,Monday,17:00:00,Aluno 1618,19145,1691,tipo2,Sim,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1743,11425,1725,tipo2,Sim,Não,Sim
2024-11-18,Monday,12:30:00,Aluno 1778,19392,1941,tipo3,Não,Sim,Não
2024-11-18,Monday,11:30:00,Aluno 1380,10953,1443,tipo2,Não,Sim,Não
2024-11-18,Monday,20:30:00,Aluno 1123,18823,1397,tipo1,Sim,Não,Sim
2024-11-18,Monday,14:00:00,Aluno 1463,11246,1643,tipo4,Sim,Não,Sim
2024-11-18,Monday,14:00:00,Aluno 1585,11477,1434,tipo4,Sim,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1331,15398,1249,tipo1,Sim,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1706,16881,1064,tipo1,Não,Não,Sim
2024-11-18,Monday,17:30:00,Aluno 1797,10259,1145,tipo3,Sim,Não,Sim
2024-11-18,Monday,11:30:00,Aluno 1448,13968,1221,tipo2,Não,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1623,15247,1402,tipo3,Sim,Não,Sim
2024-11-18,Monday,19:00:00,Aluno 1465,15117,1429,tipo3,Sim,Sim,Não
2024-11-18,Monday,20:00:00,Aluno 1092,18661,1524,tipo4,Não,Sim,Não
2024-11-18,Monday,10:00:00,Aluno 1071,19136,1153,tipo3,Não,Sim,Não
2024-11-18,Monday,11:30:00,Aluno 1701,19424,1997,tipo1,Sim,Sim,Não
2024-11-18,Monday,11:30:00,Aluno 1931,12843,1405,tipo2,Sim,Sim,Não
2024-11-18,Monday,14:00:00,Aluno 1766,15435,1324,tipo1,Não,Não,Sim
2024-11-18,Monday,17:00:00,Aluno 1909,14219,1088,tipo4,Sim,Sim,Não
2024-11-18,Monday,10:30:00,Aluno 1462,15162,1625,tipo3,Sim,Sim,Não
2024-11-18,Monday,10:30:00,Aluno 1332,17637,1384,tipo4,Sim,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1157,14955,1873,tipo4,Sim,Não,Sim
2024-11-18,Monday,17:00:00,Aluno 1952,12385,1348,tipo2,Não,Não,Sim
2024-11-18,Monday,14:30:00,Aluno 1107,19029,1834,tipo3,Não,Não,Sim
2024-11-18,Monday,17:30:00,Aluno 1373,12320,1225,tipo3,Não,Não,Sim
2024-11-18,Monday,10:00:00,Aluno 1156,13523,1941,tipo3,Não,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1377,16645,1123,tipo2,Sim,Não,Sim
2024-11-18,Monday,13:30:00,Aluno 1699,11846,1840,tipo4,Sim,Sim,Não
2024-11-18,Monday,13:00:00,Aluno 1058,10333,1476,tipo1,Não,Não,Sim
2024-11-18,Monday,11:00:00,Aluno 1606,19844,1490,tipo3,Sim,Sim,Não
2024-11-18,Monday,13:30:00,Aluno 1509,12793,1919,tipo1,Sim,Sim,Não
2024-11-18,Monday,19:00:00,Aluno 1754,15337,1705,tipo4,Sim,Não,Sim
2024-11-18,Monday,14:30:00,Aluno 1069,16747,1480,tipo2,Sim,Sim,Não
2024-11-18,Monday,20:30:00,Aluno 1234,11347,1818,tipo4,Não,Sim,Não
2024-11-18,Monday,20:30:00,Aluno 1709,16154,1497,tipo1,Sim,Não,Sim
2024-11-18,Monday,14:30:00,Aluno 1094,15243,1762,tipo3,Não,Não,Sim
2024-11-18,Monday,17:30:00,Aluno 1720,10344,1839,tipo2,Sim,Sim,Não
2024-11-18,Monday,18:00:00,Aluno 1306,19316,1503,tipo1,Sim,Não,Sim
2024-11-18,Monday,17:30:00,Aluno 1409,14884,1830,tipo3,Sim,Não,Sim
2024-11-18,Monday,11:00:00,Aluno 1340,17755,1261,tipo2,Sim,Não,Sim
2024-11-18,Monday,13:00:00,Aluno 1354,18203,1358,tipo1,Sim,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1311,14077,1510,tipo3,Sim,Não,Sim
2024-11-18,Monday,20:00:00,Aluno 1989,18563,1922,tipo2,Sim,Não,Sim
2024-11-18,Monday,20:00:00,Aluno 1596,17018,1143,tipo2,Sim,Não,Sim
2024-11-18,Monday,13:00:00,Aluno 1051,12414,1760,tipo2,Não,Sim,Não
2024-11-18,Monday,14:30:00,Aluno 1175,18076,1426,tipo2,Não,Não,Sim
2024-11-18,Monday,11:30:00,Aluno 1869,11853,1079,tipo3,Sim,Sim,Não
2024-11-18,Monday,20:30:00,Aluno 1985,15610,1176,tipo3,Não,Sim,Não
2024-11-18,Monday,19:00:00,Aluno 1616,17678,1840,tipo2,Não,Não,Sim
2024-11-18,Monday,20:00:00,Aluno 1501,14988,1305,tipo3,Sim,Sim,Não
2024-11-18,Monday,18:00:00,Aluno 1724,15138,1869,tipo1,Sim,Sim,Não
2024-11-18,Monday,14:30:00,Aluno 1793,16547,1909,tipo2,Sim,Sim,Não
2024-11-18,Monday,10:00:00,Aluno 1297,14308,1428,tipo3,Sim,Não,Sim
2024-11-18,Monday,18:00:00,Aluno 1145,10965,1644,tipo2,Não,Sim,Não
2024-11-18,Monday,14:00:00,Aluno 1888,18708,1856,tipo2,Não,Sim,Não
2024-11-18,Monday,10:30:00,Aluno 1610,19358,1303,tipo2,Sim,Sim,Não
2024-11-18,Monday,14:00:00,Aluno 1548,11366,1917,tipo2,Sim,Não,Sim
2024-11-18,Monday,19:00:00,Aluno 1687,17026,1692,tipo2,Não,Sim,Não
2024-11-18,Monday,11:00:00,Aluno 1436,19120,1386,tipo3,Sim,Não,Sim
2024-11-18,Monday,14:00:00,Aluno 1241,16813,1267,tipo4,Sim,Sim,Não
2024-11-18,Monday,12:30:00,Aluno 1468,15333,1938,tipo2,Não,Não,Sim
2024-11-18,Monday,14:30:00,Aluno 1547,16580,1504,tipo4,Não,Não,Sim
2024-11-18,Monday,19:00:00,Aluno 1745,16642,1961,tipo2,Sim,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1470,13087,1689,tipo4,Sim,Sim,Não
2024-11-18,Monday,20:00:00,Aluno 1781,12422,1479,tipo4,Não,Não,Sim
2024-11-18,Monday,20:00:00,Aluno 1349,10839,1169,tipo2,Não,Sim,Não
2024-11-18,Monday,11:30:00,Aluno 1100,18751,1975,tipo2,Não,Sim,Não
2024-11-18,Monday,13:00:00,Aluno 1270,10121,1475,tipo1,Não,Não,Sim
2024-11-18,Monday,19:30:00,Aluno 1883,12393,1537,tipo1,Sim,Sim,Não
2024-11-18,Monday,12:00:00,Aluno 1965,15434,1557,tipo4,Sim,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1836,11697,1862,tipo1,Sim,Não,Sim
2024-11-18,Monday,12:00:00,Aluno 1209,11062,1614,tipo1,Sim,Não,Sim
2024-11-18,Monday,10:00:00,Aluno 1073,15564,1369,tipo1,Sim,Não,Sim
2024-11-18,Monday,20:00:00,Aluno 1913,17165,1161,tipo4,Sim,Sim,Não
2024-11-18,Monday,17:00:00,Aluno 1065,13344,1072,tipo3,Sim,Sim,Não
2024-11-18,Monday,20:00:00,Aluno 1203,12072,1842,tipo2,Sim,Não,Sim
2024-11-18,Monday,18:00:00,Aluno 1985,19981,1147,tipo4,Não,Não,Sim
2024-11-18,Monday,20:30:00,Aluno 1694,14126,2000,tipo1,Sim,Não,Sim
2024-11-18,Monday,19:30:00,Aluno 1969,12770,1197,tipo1,Sim,Sim,Não
2024-11-18,Monday,12:00:00,Aluno 1262,10768,1072,tipo3,Sim,Sim,Não
2024-11-18,Monday,19:30:00,Aluno 1320,10040,1399,tipo3,Não,Não,Sim
2024-11-18,Monday,12:30:00,Aluno 1588,19251,1359,tipo1,Sim,Sim,Não
2024-11-18,Monday,10:00:00,Aluno 1176,12358,1306,tipo3,Sim,Sim,Não
2024-11-18,Monday,18:00:00,Aluno 1287,17070,1654,tipo4,Sim,Não,Sim
2024-11-18,Monday,17:30:00,Aluno 1085,12951,1223,tipo2,Não,Sim,Não
2024-11-18,Monday,13:00:00,Aluno 1857,17808,1668,tipo1,Sim,Sim,Não
2024-11-18,Monday,19:00:00,Aluno 1402,15969,1689,tipo3,Não,Sim,Não
2024-11-18,Monday,19:00:00,Aluno 1568,16743,1307,tipo1,Não,Não,Sim
2024-11-18,Monday,18:30:00,Aluno 1301,17736,1862,tipo3,Não,Sim,Não
2024-11-18,Monday,14:00:00,Aluno 1235,13672,1517,tipo1,Não,Sim,Não
2024-11-18,Monday,17:30:00,Aluno 1824,12308,1490,tipo2,Não,Sim,Não
2024-11-18,Monday,18:30:00,Aluno 1567,18435,1074,tipo4,Sim,Não,Sim
2024-11-19,Tuesday,20:00:00,Aluno 1786,14785,1026,tipo3,Não,Não,Sim
2024-11-19,Tuesday,12:30:00,Aluno 1210,14389,1089,tipo3,Não,Não,Sim
2024-11-19,Tuesday,14:30:00,Aluno 1240,14723,1897,tipo1,Sim,Sim,Não
2024-11-19,Tuesday,18:00:00,Aluno 1523,10509,1500,tipo1,Não,Sim,Não
2024-11-19,Tuesday,18:30:00,Aluno 1019,19779,1541,tipo2,Não,Sim,Não
2024-11-19,Tuesday,13:30:00,Aluno 1471,14400,1628,tipo2,Sim,Não,Sim
2024-11-19,Tuesday,17:30:00,Aluno 1656,18028,1997,tipo1,Não,Sim,Não
2024-11-19,Tuesday,18:00:00,Aluno 1649,17262,1501,tipo1,Não,Sim,Não
2024-11-19,Tuesday,20:30:00,Aluno 1640,12113,1457,tipo3,Não,Sim,Não
2024-11-19,Tuesday,20:00:00,Aluno 1665,17168,1073,tipo2,Não,Não,Sim
2024-11-19,Tuesday,10:00:00,Aluno 1324,14600,1212,tipo3,Não,Não,Sim
2024-11-19,Tuesday,18:30:00,Aluno 1226,18485,1967,tipo2,Sim,Não,Sim
2024-11-19,Tuesday,17:00:00,Aluno 1669,11302,1661,tipo2,Não,Sim,Não
2024-11-19,Tuesday,11:30:00,Aluno 1472,18235,1477,tipo2,Sim,Não,Sim
2024-11-19,Tuesday,17:30:00,Aluno 1724,15243,1410,tipo4,Não,Não,Sim
2024-11-19,Tuesday,12:30:00,Aluno 1491,11653,1402,tipo1,Sim,Não,Sim
2024-11-19,Tuesday,10:30:00,Aluno 1493,18444,1187,tipo2,Não,Não,Sim
2024-11-19,Tuesday,18:30:00,Aluno 1353,19066,1993,tipo2,Sim,Sim,Não
2024-11-19,Tuesday,10:30:00,Aluno 1856,10609,1556,tipo4,Sim,Sim,Não
2024-11-19,Tuesday,17:00:00,Aluno 1802,16835,1644,tipo1,Sim,Sim,Não
2024-11-19,Tuesday,10:30:00,Aluno 1732,12037,1513,tipo4,Sim,Não,Sim
2024-11-19,Tuesday,14:00:00,Aluno 1455,19726,1830,tipo3,Sim,Não,Sim
2024-11-19,Tuesday,19:30:00,Aluno 1389,13994,1106,tipo1,Não,Sim,Não
2024-11-19,Tuesday,19:00:00,Aluno 1288,12779,1798,tipo1,Sim,Sim,Não
2024-11-19,Tuesday,17:00:00,Aluno 1027,19202,1670,tipo3,Sim,Sim,Não
2024-11-19,Tuesday,17:30:00,Aluno 1250,19279,1571,tipo1,Sim,Não,Sim
2024-11-19,Tuesday,19:30:00,Aluno 1209,13236,1092,tipo3,Não,Sim,Não
2024-11-19,Tuesday,20:00:00,Aluno 1281,13631,1987,tipo2,Não,Sim,Não
2024-11-19,Tuesday,19:30:00,Aluno 1880,16317,1784,tipo4,Não,Não,Sim
2024-11-19,Tuesday,11:30:00,Aluno 1846,14334,1375,tipo2,Não,Sim,Não
2024-11-19,Tuesday,18:00:00,Aluno 1197,19329,1756,tipo4,Não,Não,Sim
2024-11-19,Tuesday,17:30:00,Aluno 1621,12333,1070,tipo3,Sim,Sim,Não
2024-11-19,Tuesday,11:30:00,Aluno 1990,11823,1320,tipo3,Sim,Sim,Não
2024-11-19,Tuesday,19:00:00,Aluno 1337,14888,1979,tipo2,Não,Não,Sim
2024-11-19,Tuesday,17:00:00,Aluno 1930,18944,1460,tipo2,Não,Não,Sim
